filename,city,state,Geography,District #,office,year,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Estimate!!INCOME AND BENEFITS!!Total households!!Mean household income (dollars),Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),Estimate!!INDUSTRY!!Civilian employed population 16 years and over,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!SEX AND AGE!!Total population,Estimate!!HOUSEHOLDS BY TYPE!!Total households
Minnetonka_11072023_CityCouncilWard3.csv,Minnetonka,MN,city council,3,City council,2023,10460.634842749178,7063.9651553590265,7952.8158568039735,2.2638450166049795,0,118.94171495867711,649.9382317710595,12145.76264716455,180166.25933827015,132895.02906986314,7772.977721227525,42.303247129228836,42.28989705271284,1177.989019922605,452.3511480112937,0,14363.031715829322,1499.8757763367876,706.9164803672415,14363.031715829322,14363.031715829322,6070.607965017658
Berkeley_03072017_CityCouncilDistrict4.csv,Berkeley,CA,city council,4,City council,2017,9818.393514180307,7273.086071315075,9665.931354193031,4.562108082138725,0,74.43514832956015,1751.8410573524848,7128.339569259308,85061.97512363762,51869.64982274285,9226.543760841765,31.70941438287772,292.8072698602847,6356.384280479277,1525.0618125905373,218.55898276217886,16839.266584656034,5093.946492210484,3336.138587810245,16839.266584656034,16839.266584656034,6653.329130872013
Berkeley_11022010_CityCouncilDistrict4.csv,Berkeley,CA,city council,4,City council,2010,9387.165611309756,6920.051952158714,8893.740567010585,6.237473995334127,0.015666754817116713,87.16450132,1393.1187667385925,8392.473372,69918.03165270972,50190.99157339219,8336.77167,17.21664637278644,179.60686945826774,5801.937296129555,1204.2340765104998,79.67252513202065,16792.050277069273,4991.0875635743205,3182.5293232465783,16792.050277069273,16792.050277069273,7081.256354542773
Berkeley_11062018_CityCouncilDistrict4.csv,Berkeley,CA,city council,4,City council,2018,10230.23024312884,7514.117644440456,9924.912410765046,5.445148301341577,0,75.12148285,1606.4234458839435,7289.634260246679,90468.42658070286,52889.26248500407,9385.931484233886,27.664030684371802,268.94162133276654,6512.063394824423,1502.4703811632794,217.95922569391652,16945.098368713312,4606.020276366363,2809.278815563789,16945.098368713312,16945.098368713312,6448.053530208663
LasCruces_11052019_COUNCILORPOSITION4CITYOFLASCRUCESDISTRICT4COUNCILOR.csv,Las Cruces,NM,city council,4,City council,2019,8876.936595332252,2301.8294779618855,6131.364085019718,13.76537020794115,0,90.22346525,9256.732141476548,3805.3968152029884,49144.13544681955,35318.918916511604,5287.322895452574,98.98861067329779,384.91446517666907,173.24387126438975,472.67598156371923,31.480805552916575,13726.238863862236,1602.3743293358066,800.9957046195382,13726.238863862236,13726.238863862236,5201.131914
Minneapolis_11022021_CityCouncilWard4.csv,Minneapolis,MN,city council,4,City council,2021,22304.525996777196,6398.346735898422,18747.57721664243,7.436269467715165,12.999999501033919,464.0525300910018,4689.936024486946,12125.480631307577,88165.31483609253,68570.95093534829,17355.315888629157,67.99999949858069,1577.5159654407273,4603.291898244728,12976.822168391423,85.41408360340829,34996.480338876136,5260.467745361761,2047.1334936923706,34996.480338876136,34996.480338876136,12228.314842376496
Minneapolis_11062009_Ward4CityCouncil.csv,Minneapolis,MN,city council,4,City council,2009,15714.560860521247,3541.4104288665058,12966.850933973636,12.448574768925388,0.10435528293496099,458.83429592466894,1524.9035931536987,11651.992455421288,54867.60846214546,44436.362545791286,11365.285481438603,146.7258443977949,999.4223021,2797.7341139519003,8945.510992298749,0.058403349,25417.204322026344,2409.8540917834603,937.1664016516938,25417.204322026344,25417.204322026344,9726.184593835977
Minneapolis_11072017_Ward4CityCouncil.csv,Minneapolis,MN,city council,4,City council,2017,20835.575813491047,4872.151854760375,17534.266735674908,8.235804687077001,9.015048046917901e-06,744.1984832496337,2997.437341958008,12503.294357997307,62975.54083047764,49476.765893240925,16090.762421740195,171.19202990972917,1327.7170689314971,3935.5843482025716,13331.424261759903,1.3355626736174669e-06,33188.72168244288,3619.407049083124,1706.4598913721516,33188.72168244288,33188.72168244288,11853.853568170289
Oakland_11022010_CityCouncilDistrict4.csv,Oakland,CA,city council,4,City council,2010,38639.83837919353,18359.503078173548,30207.033611676263,8.643662383,65.84626337220838,661.7559749,9219.064404832841,22234.809263674928,110466.92486020783,77994.55776872043,27598.26931258112,104.25759457273179,958.7141666423777,11843.599571878904,11158.236166460392,212.42405039718136,55082.136118765666,13599.366107913433,6315.1579029813565,55082.136118765666,55082.136118765666,21253.60170390583
Oakland_11042014_CityCouncilDistrict4.csv,Oakland,CA,city council,4,City council,2014,39761.93328437523,20071.76255839722,30680.24488325322,7.180864831328623,3.7421479409992293,714.3555566389277,10052.130230411864,22510.337592317534,127402.81043036024,84569.63947316678,28475.08665,130.63853990317315,868.1099288875666,13149.91816469662,10548.628185834297,491.8158554372451,56112.707003823736,13244.824941710336,5256.9876392124315,56112.707003823736,56112.707003823736,21215.058268887544
Oakland_11062018_CityCouncilDistrict4.csv,Oakland,CA,city council,4,City council,2018,41329.24518,23241.926757827183,31021.24124616777,4.748374470792904,1.8352041590278882,803.3640121,10204.660699467631,23705.39218921469,157404.81815484582,114219.58222782357,29550.432106533393,93.72014180118906,1561.7388655201373,12627.208274398261,9977.096391,933.6010153327405,56538.27390045759,12476.50894361875,5270.846601532059,56538.27390045759,56538.27390045759,20889.561432641072
Oakland_11082022_CityCouncilmemberDistrict4.csv,Oakland,CA,city council,4,City council,2022,43285.10204221761,26171.499264082442,32391.59735338092,5.755309166024117,12.960554485024366,847.5582124810516,10697.757240531768,24457.612163863843,189868.06383880958,136555.4794404538,30526.805603845336,37.73756772332951,2394.0647739761316,12911.79683956108,10169.383594651066,795.6178310174363,58564.42887060395,12262.573526614018,5065.4113131032755,58564.42887060395,58564.42887060395,22177.775063651545
SanFrancisco_11042008_BoardofSupervisorsDistrict4.csv,San Francisco,CA,city council,4,City council,2008,46980.26547731936,22070.804294221212,34817.259442684466,6.851934385313956,24.97041868960697,541.6322687616157,3033.105395052318,21510.797036543885,90242.46117902626,86459.81961047002,33066.61753644911,13590.063160628048,454.7019618,37802.58992565142,835.7177123752474,254.65190329299497,63304.39447149005,29627.23007,7398.026864158946,63304.39447149005,63304.39447149005,20686.478322678053
SanFrancisco_11062018_BoardofSupervisorsDistrict4.csv,San Francisco,CA,city council,4,City council,2018,58634.586725714275,31122.230130324842,43396.59444074989,5.027431067,27.999999844245938,735.9252012,6324.903740544024,23110.422054562954,150096.47171557497,120292.8896689216,41210.19826488527,16.000000001785303,563.3174644808424,42576.139167517766,2596.957223334902,791.2592542334362,74340.87556689048,30197.403984571007,6230.254177092021,74340.87556689048,74340.87556689048,25150.983780271257
SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,San Francisco,CA,city council,4,City council,2006,47385.192006585756,,34001.206168748555,,27.061781670216114,534.0662063655375,2867.3616533800114,21423.103923306007,95915.17948483174,79320.51594168275,31745.849388656326,114.89039673248274,324.41607465233574,37682.41081701919,1097.3371189044383,194.7111404976351,63013.92058405576,29778.283813234728,7570.341845422596,63013.92058405576,63013.92058405576,20109.540488220337
SanFrancisco_11082022_BoardofSupervisorsD4.csv,San Francisco,CA,city council,4,City council,2022,58529.00653309005,32117.06974050757,41957.44684187327,6.133058115510042,18.99999982337367,648.2339789066999,6392.078361129362,22708.73922346676,178888.11317849805,136445.18704505466,39386.010892918646,11.789117198906682,576.8657869461764,43342.469969834805,2378.6609999482903,640.5272476944577,75019.89836978281,29516.393738074083,5803.195125612324,75019.89836978281,75019.89836978281,25900.551733737124
SanLeandro_11032020_MemberCityCouncilDist4SanLeandroRCV.csv,San Leandro,CA,city council,4,City council,2020,10359.49136213503,3277.1019790869973,7214.407533079607,5.413027910982897,0,55.22948877129487,2457.069598010189,3186.889027214171,121111.39235897223,91177.97870312895,6823.730036454596,14.974889997053445,191.07559860697444,6728.783038897252,913.3862409913885,194.2617174732718,13274.977400609227,5330.765169163681,1504.5795674670978,13274.977400609227,13274.977400609227,4721.158421584448
SantaFe_03062018_CityCouncilDistrict4.csv,Santa Fe,NM,city council,4,City council,2018,16600.357472167078,5525.348565686936,11579.337720332274,4.555896233538783,106.08078455830554,200.6509429108327,13850.989483707697,7930.756959514558,70739.76582880353,52055.09303637764,11052.70886421655,94.29780659500679,580.7164245,403.4700343033273,358.3874288495762,113.5398409136916,22781.82244641606,2041.186384698554,1384.0709143264182,22781.82244641606,22781.82244641606,9583.212955469837
SanLeandro_11062012_CountyCouncilDistrict4.csv,San Leandro,CA,city council,4,County board of supervisors,2012,10783.52054699386,2450.661805,7973.7990860982245,10.566897112670068,0,174.37275392200164,3688.513761461728,3506.3393613096346,82722.38890518097,71697.53887,7130.383588352454,0.2976081853395583,620.1277185214377,6359.442175926732,869.6549423620463,255.59701743244375,14513.425010015226,5828.564554,2455.8460635609763,14513.425010015226,14513.425010015226,4893.698612538241
Alaska_11082022_HouseDistrict4.csv,,AK,lower state legislative,4,State house,2022,13051.78306455426,5445.754718,9410.841295077624,3.7833024076878248,205.69299401583802,172.14585961243645,1662.6025385520047,10055.131181450477,111045.4043914231,88987.03381549934,9055.252503,393.54712131116094,3849.0171863948717,2233.759623236023,444.8971767537867,296.81641721894556,17823.68252701628,1894.6441501966494,493.3883821194012,17823.68252701628,17823.68252701628,7415.019894579639
Minneapolis_11022021_ParkBoardDistrict4.csv,Minneapolis,MN,park district,4,Park board,2021,59097.656349663834,36705.05389321872,53346.72117523355,4.916967465824207,15.945843103511445,691.4996539711037,5813.778680519493,50642.91708269471,113515.22417850643,69751.95936,50726.186372094795,237.50549395142895,2491.6316284370732,5047.455053392392,13042.075612098297,41.09519317841246,75764.61710170498,10018.850663527435,4306.873276016113,75764.61710170498,75764.61710170498,43467.338576191374
Minneapolis_11072017_PRBoardDistrict4.csv,Minneapolis,MN,park district,4,Park board,2017,54854.668863169936,33367.64221027282,48971.68372221676,3.9386333496196864,0,541.3366329385709,4840.293968913884,48326.29487311729,97526.11275557023,56614.114886229436,47042.28723906545,201.68505579632108,1298.8257384340977,4488.100742258216,11814.828900906625,128.93378504686154,70258.92329181962,10370.471142135204,5434.934682317571,70258.92329181962,70258.92329181962,39869.63470721827
Oakland_11022010_SchoolDirectorDistrict4.csv,Oakland,CA,school board district,4,School superintendant,2010,38639.83837919353,18359.503078173548,30207.033611676263,8.643662383,65.84626337220838,661.7559749,9219.064404832841,22234.809263674928,110466.92486020783,77994.55776872043,27598.26931258112,104.25759457273179,958.7141666423777,11843.599571878904,11158.236166460392,212.42405039718136,55082.136118765666,13599.366107913433,6315.1579029813565,55082.136118765666,55082.136118765666,21253.60170390583
Oakland_11042014_SchoolDirectorDistrict4.csv,Oakland,CA,school board district,4,School superintendant,2014,39761.93328437523,20071.76255839722,30680.24488325322,7.180864831328623,3.7421479409992293,714.3555566389277,10052.130230411864,22510.337592317534,127402.81043036024,84569.63947316678,28475.08665,130.63853990317315,868.1099288875666,13149.91816469662,10548.628185834297,491.8158554372451,56112.707003823736,13244.824941710336,5256.9876392124315,56112.707003823736,56112.707003823736,21215.058268887544
Oakland_11062018_SchoolDirectorDistrict4.csv,Oakland,CA,school board district,4,School superintendant,2018,41329.24518,23241.926757827183,31021.24124616777,4.748374470792904,1.8352041590278882,803.3640121,10204.660699467631,23705.39218921469,157404.81815484582,114219.58222782357,29550.432106533393,93.72014180118906,1561.7388655201373,12627.208274398261,9977.096391,933.6010153327405,56538.27390045759,12476.50894361875,5270.846601532059,56538.27390045759,56538.27390045759,20889.561432641072
Oakland_11082022_Schoolboarddistrict4.csv,Oakland,CA,school board district,4,School superintendant,2022,43285.10204221761,26171.499264082442,32391.59735338092,5.755309166024117,12.960554485024366,847.5582124810516,10697.757240531768,24457.612163863843,189868.06383880958,136555.4794404538,30526.805603845336,37.73756772332951,2394.0647739761316,12911.79683956108,10169.383594651066,795.6178310174363,58564.42887060395,12262.573526614018,5065.4113131032755,58564.42887060395,58564.42887060395,22177.775063651545
Minneapolis_11072023_CityCouncilWard4.csv,Minneapolis,MN,city council,4,City council,2023,22304.526,6398.346735898422,18747.57721664243,7.436269467715165,12.999999501033919,464.05253009100187,4689.936024486947,12125.480631307577,88165.31483609256,68570.95093534807,17355.315888629157,67.99999949858068,1577.5159654407273,4603.291898244729,12976.822168391425,85.41408360340829,34996.480338876136,5260.467745361761,2047.1334936923704,34996.480338876136,34996.480338876136,12228.314842376494
Minneapolis_11062009_PRBoardDistrict4.csv,Minneapolis,MN,park district,4,Park board,2009,46901.70206829703,24905.53980521606,43666.72937183348,8.331846602,2.9689138102714727,749.6566735803174,4443.873544746536,45579.825501817744,69260.02379305787,43583.433926496335,40640.441830190575,6164.667386490427,1061.9009680379597,3092.0329256430323,10479.634302900065,5.0679678358061935,64126.62239,9151.438300971164,5531.972810956226,64126.62239,64126.62239,36044.54079044164
SanLeandro_11082016_CountyCouncilDistrict4.csv,San Leandro,CA,county district,4,City council,2016,58718.13829084284,29995.651851497973,42357.25233586717,3.898597258268863,21.999999905955956,729.3146436710546,5741.518248082931,23177.47005255279,132356.39965911699,104411.6378637409,40704.97267370479,49.06024205133071,874.2235939360788,43951.93282871283,1692.2122119990242,666.0591230704476,74674.32096905689,31149.960127121412,7157.200280776753,74674.32096905689,74674.32096905689,25643.700135719213
StLouisPark_11022021_CityCouncilWard4.csv,St Louis Park,MN,city council,4,City council,2021,10036.23271827306,6185.809614367718,8424.512505903687,2.68190916,0,214.90365308571097,413.83874567142556,9830.682617673227,118821.24929244627,89415.35048799314,8198.619323737248,154.89735641315528,139.85109229256938,981.7369463143674,750.7193247,4.991562386624197,12357.71473263114,955.0400153556265,385.19518538213663,12357.71473263114,12357.71473263114,6401.665003808876
TakomaPark_11082022_CityCouncilWard4.csv,Takoma Park,MD,city council,4,City council,2022,988.1335442883609,579.0802325168876,752.9043630350105,4.133067931,0,13.560443724865161,80.36198510181069,585.9548934,148418.43257450112,104454.35882046835,722.0919307761291,0.7334497885652738,16.33923870636362,94.35830665353672,650.6934922321409,5.653515902,1424.8764605814124,487.3500314184628,184.33646159197704,1424.8764605814124,1424.8764605814124,561.3670994153006
Bloomington_11072023_CityCouncilDistrict4.csv,Bloomington,MN,city council,4,City council,2023,16435.777879976493,4945.020097,14187.641125117201,6.7248609550794285,5.999959023496109e-08,227.94559439809453,4960.097686440072,11399.290725867879,87944.56424569192,70264.34346538177,13235.36834761789,38.000124404037074,688.5543019549514,1779.3857809189774,5478.728419936344,1.3445284466352978e-07,24595.723118192975,5037.729505088557,2391.3556801822897,24595.723118192975,24595.723118192975,9340.367319710187
Minnetonka_11072023_CityCouncilWard4.csv,Minnetonka,MN,city council,4,City council,2023,8487.828794845334,5433.606192359886,6315.472630596285,2.1810246803072797,0,109.44408548405889,323.0473445,9691.946996733666,158482.56509325278,128070.42462041983,6177.483348320668,23.423205209768067,50.363865050323454,1010.3750905613118,551.6417762117205,0.1487502441866091,11678.319648276467,1221.9307722777157,375.6047495691878,11678.319648276467,11678.319648276467,4761.435480244365
Berkeley_11032020_MemberCityCouncilDist5BerkeleyRCV.csv,Berkeley,CA,city council,5,City council,2020,11660.623310333722,9790.792389075152,7874.082898,3.066222398072223,0.044146846,119.02229471429777,647.7241369971692,10516.103230807943,211804.60778858516,155916.00899498127,7632.826024656829,15.771656539954412,101.7308805662229,3263.116131001807,436.3115244614684,17.06757737219212,14951.693185642434,3016.3426077461727,1049.5945704707954,14951.693185642434,14951.693185642434,6436.8070001927745
